Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Kuwait,44000000,,10000000,34000000,46000000,25000000,8000000,,104000000,97000000,54000000,109000000,30000000,,5000000,77000000,230000000,490000000,487000000,198000000,35000000,13000000,176000000,288000000,494000000,621000000,168000000,50000000,7000000,134000000,327000000,516000000,896000000,694000000,36000000,635000000,1189000000,478000000,46000000,198000000,227000000,67000000,23000000,43000000,2000000,12000000,5000000,288000000,5000000,9000000,85000000,113000000,31000000,73000000,692000000,331000000,159000000,114000000,96000000,55000000,66000000,904000000,2249000000
Latin America & Caribbean (excluding high income),841000000,1151000000,1591000000,574000000,383000000,417000000,529000000,623000000,1109000000,738000000,769000000,1101000000,1816000000,2097000000,,2149000000,2162000000,2968000000,2904000000,2172000000,2324000000,3190000000,2520000000,3397000000,,1430000000,1257000000,1502000000,943000000,1264000000,719000000,718000000,324000000,371000000,892000000,470000000,865000000,1717000000,685000000,981000000,672000000,1085000000,540000000,331000000,701000000,706000000,575000000,,441000000,607000000,827000000,804000000,899000000,513000000,756000000,1038000000,826000000,548000000,444000000,,559000000,523000000,
Lao PDR,3000000,4000000,19000000,15000000,7000000,7000000,14000000,14000000,4000000,6000000,32000000,17000000,14000000,43000000,1000000,37000000,21000000,134000000,26000000,,35000000,54000000,1000000,94000000,26000000,59000000,,29000000,18000000,,8000000,,,,,,,42000000,21000000,30000000,7000000,,,0,,4000000,,,7000000,26000000,,14000000,19000000,19000000,,7000000,,2000000,117000000,27000000,17000000,3000000,
Lebanon,,3000000,13000000,18000000,,34000000,72000000,80000000,1000000,,,7000000,52000000,54000000,41000000,11000000,3000000,8000000,2000000,19000000,37000000,9000000,36000000,93000000,192000000,71000000,,,,,,,40000000,40000000,18000000,42000000,27000000,9000000,8000000,4000000,4000000,,,,,1000000,,5000000,1000000,52000000,64000000,1000000,31000000,25000000,6000000,48000000,28000000,50000000,52000000,58000000,40000000,40000000,5000000
Liberia,,,,,2000000,,,18000000,,,,0,1000000,,,,2000000,,1000000,,,,,,,,5000000,7000000,,12000000,3000000,,,,,,,,,1000000,8000000,,,,,,,,,,,,,,,,,,,,0,,
Libya,14000000,17000000,2000000,3000000,15000000,9000000,26000000,12000000,57000000,155000000,371000000,540000000,534000000,733000000,1767000000,1637000000,1875000000,3056000000,4214000000,3166000000,2941000000,3172000000,2768000000,1410000000,731000000,750000000,401000000,184000000,9000000,218000000,11000000,,,,,,,,,9000000,,,,,,1000000,16000000,16000000,16000000,22000000,37000000,8000000,73000000,116000000,,,,,,,,,
St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,1226000000,1221000000,1742000000,735000000,421000000,493000000,678000000,,1209000000,782000000,866000000,1465000000,2069000000,2794000000,2374000000,2593000000,2821000000,3250000000,3145000000,2338000000,2888000000,4388000000,3592000000,3807000000,3619000000,2003000000,1553000000,1729000000,1171000000,1567000000,1087000000,1213000000,594000000,512000000,985000000,819000000,1068000000,2070000000,808000000,1282000000,1052000000,1258000000,676000000,533000000,780000000,1196000000,2053000000,,1657000000,1340000000,1552000000,1739000000,1675000000,1600000000,1116000000,1378000000,1014000000,624000000,549000000,,958000000,624000000,
Least developed countries: UN classification,139000000,131000000,178000000,182000000,276000000,290000000,503000000,451000000,264000000,447000000,809000000,,,656000000,725000000,,,1935000000,2589000000,1377000000,1530000000,1987000000,1712000000,1664000000,1587000000,1371000000,1687000000,,,2994000000,,,,,,,,,,,,,1155000000,687000000,,886000000,654000000,588000000,637000000,,,,1992000000,1841000000,927000000,1396000000,1516000000,1188000000,1222000000,1868000000,787000000,621000000,923000000
Low income,514000000,178000000,339000000,394000000,409000000,375000000,1771000000,2140000000,2342000000,1809000000,2210000000,2800000000,2374000000,4168000000,4767000000,2988000000,,2703000000,3317000000,3097000000,3292000000,2830000000,3594000000,3567000000,3022000000,3228000000,3125000000,3300000000,3495000000,3583000000,,,,,,,,274000000,575000000,639000000,,,822000000,539000000,934000000,675000000,286000000,,793000000,768000000,1506000000,1972000000,1615000000,1206000000,585000000,408000000,482000000,,639000000,617000000,493000000,,247000000
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,4000000,,,,0,,,,,2000000,,33000000,47000000,,,1000000,0,17000000,7000000,,18000000,,,,48000000,42000000,27000000,110000000,19000000,5000000,19000000,167000000,22000000,35000000,74000000,64000000,207000000,48000000,83000000,62000000,293000000,158000000,42000000,34000000,48000000,57000000,96000000,91000000,79000000,21000000,4000000,21000000,,20000000,5000000,,,45000000,100000000,59000000,,54000000,7000000
Lower middle income,1070000000,2094000000,1471000000,1863000000,2286000000,3390000000,4966000000,5289000000,4803000000,4719000000,4554000000,,7656000000,6101000000,,4215000000,3945000000,5024000000,4390000000,5889000000,6993000000,7608000000,9243000000,8559000000,8057000000,7068000000,7984000000,8417000000,6673000000,6222000000,5280000000,4029000000,3012000000,3769000000,4635000000,4351000000,3283000000,4423000000,2938000000,3728000000,3099000000,3534000000,4188000000,4774000000,4246000000,3326000000,3326000000,4459000000,3713000000,3971000000,6990000000,9209000000,8659000000,9228000000,7518000000,7869000000,8332000000,9220000000,7222000000,7633000000,6186000000,8312000000,6724000000
Low & middle income,6255000000,,5918000000,5256000000,6133000000,6637000000,9864000000,10792000000,10780000000,10566000000,10806000000,14763000000,16398000000,19082000000,19019000000,18724000000,17267000000,22682000000,23562000000,20055000000,21491000000,23314000000,24350000000,23025000000,22155000000,19011000000,18386000000,20282000000,16400000000,15142000000,13020000000,11412000000,8126000000,9734000000,10339000000,10003000000,9472000000,10917000000,8005000000,10840000000,9228000000,9915000000,10458000000,9481000000,10340000000,10374000000,10267000000,11340000000,10878000000,11369000000,13198000000,17315000000,16998000000,15861000000,15174000000,15235000000,18353000000,16575000000,14660000000,12755000000,9931000000,11980000000,12318000000
Lesotho,,,,,,,,,,,,,,,,,,1000000,,5000000,3000000,,,1000000,,0,10000000,,,8000000,,4000000,,,,,,,5000000,,,6000000,,,1000000,,1000000,,,,,,,,,,,1000000,1000000,1000000,,,
Late-demographic dividend,4703000000,2528000000,1976000000,2625000000,3278000000,3467000000,4306000000,4412000000,5164000000,3824000000,4308000000,5649000000,4606000000,5575000000,4947000000,4896000000,4188000000,4217000000,4791000000,5749000000,5107000000,4905000000,4261000000,5441000000,5630000000,4634000000,4226000000,3742000000,3489000000,4298000000,3312000000,2959000000,3741000000,3515000000,3194000000,5386000000,6323000000,5678000000,2735000000,4961000000,4489000000,5147000000,4750000000,4352000000,5942000000,7989000000,7730000000,6253000000,5209000000,5284000000,4303000000,7250000000,6752000000,6590000000,7239000000,6522000000,6844000000,7082000000,7686000000,6516000000,4170000000,6306000000,9793000000
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000000,10000000,,4000000,15000000,,15000000,5000000,6000000,16000000,13000000,1000000,47000000,10000000,53000000,4000000,27000000,27000000,8000000,1000000,1000000,73000000,2000000,13000000,28000000,7000000,8000000,39000000,97000000,130000000,98000000
Luxembourg,,,,,,,,,,,,,,,1000000,,,,,,,,1000000,,,,,,,,,,,,,,3000000,,,1000000,,,,1000000,,,,,,10000000,10000000,,1000000,,,,1000000,1000000,,3000000,88000000,,0
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8000000,12000000,14000000,0,0,0,4000000,3000000,13000000,3000000,25000000,12000000,4000000,9000000,51000000,46000000,11000000,15000000,27000000,9000000,5000000,5000000,3000000,28000000,30000000,21000000,31000000,10000000,15000000,20000000
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,22000000,37000000,93000000,14000000,16000000,82000000,159000000,147000000,87000000,41000000,80000000,1000000,,21000000,198000000,207000000,216000000,408000000,419000000,725000000,467000000,798000000,527000000,394000000,72000000,50000000,31000000,32000000,111000000,126000000,137000000,62000000,17000000,98000000,117000000,28000000,89000000,220000000,,60000000,125000000,11000000,155000000,12000000,14000000,101000000,47000000,27000000,46000000,39000000,309000000,1406000000,879000000,62000000,572000000,47000000,287000000,605000000,462000000,48000000,12000000,235000000,352000000
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000000,,3000000,9000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,,3000000,,1000000,0,7000000,,12000000,1000000,1000000,,0,0,,18000000,6000000,,,,64000000,43000000,0,,8000000,,6000000,,,,,,,,,,,21000000,,,,,,,,,,,,,,,,,,,,,,1000000,,1000000,,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000,,,,,0,8000000,,,,,,,,15000000,,,,5000000,,,5000000,,,,,,,3000000,,
Middle East & North Africa,751000000,965000000,1638000000,1757000000,2069000000,2527000000,4131000000,5218000000,5039000000,6291000000,5965000000,6849000000,8724000000,13103000000,12776000000,13223000000,12203000000,16399000000,16251000000,12483000000,13340000000,15464000000,17862000000,14880000000,13070000000,11451000000,12281000000,11814000000,6469000000,5954000000,6995000000,6566000000,5444000000,6991000000,5360000000,5410000000,6005000000,6250000000,6593000000,4930000000,3468000000,2660000000,3609000000,2629000000,4767000000,5527000000,5660000000,4379000000,4740000000,4257000000,5291000000,7449000000,5915000000,7018000000,8183000000,10496000000,13397000000,12420000000,10399000000,8886000000,6831000000,7834000000,11115000000
Mexico,21000000,30000000,109000000,60000000,38000000,11000000,21000000,14000000,,,82000000,48000000,15000000,158000000,61000000,104000000,69000000,39000000,68000000,62000000,75000000,115000000,343000000,116000000,,8000000,143000000,154000000,97000000,63000000,34000000,40000000,19000000,160000000,134000000,53000000,92000000,485000000,19000000,130000000,215000000,149000000,96000000,20000000,327000000,33000000,75000000,,23000000,59000000,109000000,224000000,252000000,51000000,84000000,318000000,315000000,209000000,15000000,,242000000,3000000,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000,,,6000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,5741000000,,5579000000,4862000000,5724000000,6262000000,8093000000,8652000000,8438000000,8757000000,8596000000,11963000000,14024000000,14914000000,14252000000,15736000000,15321000000,19979000000,20245000000,16958000000,18199000000,20484000000,20756000000,19458000000,19133000000,15783000000,15261000000,16982000000,12905000000,11559000000,9976000000,9212000000,7726000000,9438000000,10247000000,9598000000,9213000000,10643000000,7430000000,10201000000,8728000000,9583000000,9636000000,8942000000,9406000000,9699000000,9981000000,11075000000,10085000000,10601000000,11692000000,15343000000,15383000000,14655000000,14589000000,14827000000,17871000000,16103000000,14021000000,12138000000,9438000000,11668000000,12071000000
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27000000,0,,,11000000,81000000,17000000,112000000,,,,,0,,,,,,0,1000000,,,0,,,,,,6000000
Mali,,3000000,10000000,4000000,,,1000000,10000000,,2000000,,15000000,,,,11000000,89000000,,,,,91000000,4000000,15000000,13000000,0,,,2000000,,1000000,,,,0,,,9000000,4000000,,7000000,,1000000,3000000,,13000000,,8000000,3000000,10000000,,0,9000000,6000000,1000000,,21000000,31000000,25000000,18000000,44000000,36000000,58000000
Malta,,,,,,,,,,,,,0,0,,,,,8000000,,1000000,,,,,,,,,,,,13000000,,,0,1000000,6000000,0,,0,0,4000000,,4000000,18000000,,,,,,8000000,8000000,,12000000,10000000,6000000,8000000,,,,,45000000
Myanmar,6000000,17000000,14000000,27000000,18000000,19000000,3000000,13000000,6000000,22000000,4000000,23000000,4000000,,,53000000,10000000,9000000,25000000,19000000,40000000,,38000000,,,,8000000,,,34000000,271000000,232000000,29000000,331000000,97000000,223000000,118000000,231000000,156000000,141000000,16000000,154000000,157000000,100000000,194000000,160000000,175000000,153000000,80000000,62000000,59000000,668000000,395000000,250000000,104000000,246000000,283000000,211000000,192000000,196000000,216000000,64000000,394000000
Middle East & North Africa (excluding high income),526000000,866000000,1335000000,1315000000,1600000000,2016000000,3575000000,4707000000,3481000000,4337000000,4593000000,5289000000,7655000000,10800000000,11051000000,10671000000,8963000000,13086000000,13084000000,10737000000,10659000000,11398000000,14080000000,11289000000,10565000000,8913000000,7768000000,8137000000,4817000000,3548000000,3553000000,3484000000,1776000000,2579000000,2855000000,2646000000,1966000000,1631000000,1287000000,1464000000,2138000000,2174000000,2371000000,1528000000,,1882000000,2043000000,2144000000,2848000000,2285000000,3238000000,4619000000,3201000000,2279000000,2679000000,4211000000,7365000000,5583000000,4462000000,1867000000,2393000000,1945000000,1328000000
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000,0,,15000000,,5000000,1000000,2000000
Mongolia,10000000,66000000,90000000,86000000,120000000,137000000,116000000,63000000,15000000,14000000,15000000,13000000,8000000,58000000,76000000,190000000,26000000,24000000,42000000,29000000,60000000,72000000,152000000,114000000,110000000,98000000,27000000,36000000,27000000,,,,,,,,,,,,,,,,,,,,14000000,,27000000,3000000,78000000,,,73000000,,,,17000000,,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,,,,,,,,,,,,,,,,28000000,33000000,150000000,492000000,111000000,52000000,60000000,64000000,59000000,94000000,73000000,6000000,,,,,,,,,,,,,2000000,,,,1000000,,,,,,,,0,0,9000000,16000000,5000000,45000000,,,22000000,1000000,16000000,5000000
Mauritania,2000000,1000000,1000000,6000000,1000000,1000000,,,,,21000000,13000000,,1000000,5000000,5000000,15000000,29000000,17000000,24000000,,19000000,16000000,,0,3000000,,,,8000000,16000000,18000000,,,16000000,2000000,2000000,8000000,4000000,,31000000,,27000000,7000000,,,,,,,10000000,5000000,11000000,,8000000,1000000,35000000,,1000000,34000000,,,
Mauritius,,,,,,,,,0,,,0,,,2000000,,,,,3000000,,,,,,1000000,,,,,10000000,,,8000000,,,29000000,1000000,,,,,,,10000000,,,,,,,,,,28000000,,28000000,19000000,,,,1000000,4000000
Malawi,,,,,5000000,,,,,,,,0,,,,2000000,6000000,7000000,8000000,14000000,14000000,,,1000000,6000000,10000000,1000000,2000000,3000000,10000000,,,,4000000,,,,,,,,,,,,,,3000000,,,,1000000,2000000,2000000,2000000,0,,,,,,19000000
Malaysia,5000000,2000000,31000000,75000000,97000000,10000000,58000000,128000000,91000000,79000000,25000000,195000000,112000000,229000000,74000000,85000000,394000000,146000000,72000000,310000000,127000000,56000000,25000000,275000000,543000000,405000000,141000000,5000000,14000000,38000000,,33000000,13000000,13000000,308000000,843000000,33000000,553000000,39000000,720000000,25000000,26000000,153000000,196000000,73000000,59000000,184000000,502000000,500000000,1291000000,213000000,5000000,17000000,77000000,73000000,118000000,272000000,196000000,93000000,68000000,57000000,133000000,71000000
North America,392000000,1814000000,1483000000,1332000000,1066000000,753000000,415000000,321000000,406000000,586000000,661000000,1037000000,1149000000,736000000,810000000,583000000,552000000,474000000,499000000,443000000,821000000,983000000,524000000,1112000000,1028000000,1502000000,1230000000,2780000000,2500000000,1820000000,513000000,1243000000,891000000,1108000000,1408000000,1146000000,974000000,918000000,364000000,414000000,878000000,1001000000,907000000,720000000,890000000,619000000,747000000,1312000000,1391000000,1081000000,1326000000,1358000000,1417000000,989000000,907000000,928000000,710000000,896000000,564000000,1068000000,1021000000,1124000000,992000000
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000,4000000,,4000000,5000000,,,21000000,11000000,,16000000,,72000000,,24000000,15000000,3000000,1000000,57000000,9000000,2000000,,3000000,35000000,,,,,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,1000000,1000000,,,1000000,1000000,,,,2000000,1000000,12000000,,,3000000,,,,2000000,57000000,7000000,,6000000,25000000,3000000,,3000000,,,,,14000000,,,,,,3000000,,,,,,5000000,,,,,8000000,1000000,,,,12000000,3000000,10000000,0,3000000,1000000,5000000,18000000,16000000,26000000
Nigeria,,1000000,8000000,9000000,2000000,56000000,159000000,45000000,50000000,39000000,14000000,12000000,113000000,7000000,24000000,424000000,104000000,89000000,141000000,108000000,474000000,331000000,642000000,41000000,359000000,569000000,211000000,115000000,62000000,15000000,18000000,3000000,58000000,41000000,95000000,2000000,15000000,1000000,,,36000000,9000000,6000000,64000000,11000000,,16000000,62000000,33000000,65000000,189000000,63000000,28000000,30000000,228000000,192000000,50000000,41000000,49000000,18000000,108000000,261000000,54000000
Nicaragua,2000000,8000000,6000000,8000000,0,0,2000000,,,,,5000000,5000000,10000000,,,8000000,19000000,13000000,,,41000000,67000000,47000000,165000000,87000000,88000000,151000000,63000000,14000000,102000000,1000000,,,,,,,,,,,,,,,,14000000,,14000000,,,,,13000000,14000000,86000000,7000000,,13000000,,,
Netherlands,302000000,317000000,378000000,719000000,910000000,745000000,183000000,742000000,266000000,555000000,699000000,698000000,662000000,21000000,40000000,96000000,266000000,584000000,699000000,774000000,621000000,757000000,1243000000,1333000000,1173000000,892000000,791000000,614000000,383000000,694000000,273000000,322000000,237000000,140000000,205000000,82000000,203000000,126000000,269000000,278000000,123000000,164000000,247000000,128000000,130000000,86000000,304000000,217000000,140000000,266000000,181000000,119000000,253000000,450000000,8000000,59000000,76000000,36000000,140000000,494000000,575000000,652000000,695000000
Norway,145000000,93000000,60000000,227000000,260000000,368000000,757000000,682000000,289000000,524000000,145000000,86000000,68000000,63000000,55000000,49000000,35000000,27000000,24000000,47000000,254000000,435000000,457000000,441000000,337000000,122000000,141000000,198000000,308000000,667000000,369000000,322000000,253000000,181000000,93000000,78000000,151000000,158000000,152000000,155000000,229000000,99000000,90000000,9000000,6000000,14000000,557000000,596000000,603000000,571000000,150000000,607000000,147000000,51000000,16000000,143000000,142000000,352000000,527000000,401000000,427000000,514000000,848000000
Nepal,,,,,,2000000,0,,,,8000000,8000000,3000000,1000000,2000000,15000000,6000000,,,,,1000000,,,3000000,3000000,,,,1000000,,,1000000,,,1000000,,,,,,11000000,9000000,9000000,34000000,6000000,,,1000000,,,3000000,,,5000000,14000000,8000000,1000000,7000000,36000000,,0,
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,119000000,111000000,8000000,5000000,,10000000,407000000,4000000,56000000,,168000000,133000000,20000000,19000000,7000000,48000000,7000000,34000000,,,,31000000,62000000,100000000,41000000,9000000,29000000,5000000,61000000,26000000,23000000,42000000,55000000,36000000,16000000,7000000,7000000,309000000,15000000,305000000,,45000000,17000000,157000000,99000000,10000000,6000000,81000000,3000000,56000000,78000000,28000000,30000000,26000000,84000000,90000000,,,6000000,3000000,125000000,7000000,157000000
OECD members,8910000000,8764000000,8911000000,12152000000,17377000000,14515000000,10914000000,10033000000,10214000000,12978000000,9421000000,13348000000,11633000000,12397000000,13080000000,14034000000,12845000000,10642000000,13015000000,11117000000,12312000000,13406000000,11741000000,11879000000,11733000000,10354000000,11901000000,13322000000,15251000000,14455000000,10970000000,14094000000,14530000000,13391000000,11600000000,10412000000,9917000000,9861000000,13524000000,11446000000,8946000000,8130000000,6781000000,8796000000,8045000000,7623000000,11082000000,13269000000,10541000000,9698000000,9846000000,8888000000,8084000000,5226000000,7031000000,7412000000,6833000000,8076000000,7355000000,8375000000,9111000000,8937000000,9889000000
Oman,1000000,,,1000000,1000000,1000000,2000000,7000000,5000000,36000000,26000000,60000000,11000000,71000000,67000000,181000000,150000000,250000000,81000000,43000000,12000000,72000000,182000000,356000000,120000000,88000000,49000000,40000000,19000000,119000000,60000000,,,55000000,145000000,278000000,286000000,158000000,22000000,,118000000,32000000,39000000,37000000,49000000,178000000,296000000,12000000,72000000,94000000,31000000,21000000,122000000,492000000,719000000,151000000,447000000,782000000,282000000,86000000,85000000,4000000,5000000
Other small states,20000000,,,,18000000,27000000,1000000,18000000,29000000,,5000000,,9000000,10000000,,,,,,,,,,,,90000000,,,,,446000000,,111000000,27000000,,123000000,269000000,346000000,43000000,,333000000,,129000000,,52000000,143000000,,,,,,354000000,77000000,,,,,117000000,,,,263000000,
Pakistan,42000000,69000000,88000000,181000000,85000000,214000000,594000000,153000000,418000000,559000000,423000000,553000000,664000000,162000000,225000000,229000000,274000000,264000000,649000000,690000000,854000000,485000000,537000000,777000000,856000000,747000000,280000000,616000000,411000000,962000000,623000000,498000000,352000000,972000000,862000000,365000000,500000000,692000000,699000000,868000000,176000000,412000000,559000000,645000000,465000000,431000000,324000000,694000000,1073000000,1192000000,2231000000,1146000000,1024000000,1105000000,860000000,771000000,830000000,868000000,886000000,733000000,688000000,1180000000,1565000000
Panama,,,,,0,,,,0,3000000,15000000,18000000,2000000,16000000,,27000000,6000000,4000000,5000000,,3000000,4000000,13000000,8000000,0,7000000,,,23000000,2000000,,,2000000,,,,0,12000000,,,,,1000000,,,,,,,7000000,,,15000000,36000000,,,3000000,15000000,8000000,,,4000000,8000000
Peru,191000000,96000000,14000000,24000000,18000000,52000000,65000000,26000000,188000000,89000000,35000000,157000000,184000000,458000000,555000000,548000000,372000000,933000000,748000000,639000000,697000000,858000000,271000000,317000000,356000000,213000000,250000000,614000000,240000000,10000000,97000000,107000000,124000000,42000000,175000000,46000000,119000000,373000000,51000000,96000000,18000000,10000000,16000000,22000000,47000000,368000000,193000000,172000000,,43000000,46000000,68000000,5000000,15000000,149000000,201000000,202000000,64000000,103000000,0,28000000,97000000,26000000
Philippines,51000000,45000000,11000000,4000000,2000000,102000000,86000000,43000000,16000000,26000000,9000000,90000000,52000000,114000000,53000000,132000000,256000000,198000000,143000000,92000000,75000000,39000000,17000000,117000000,39000000,23000000,,26000000,12000000,19000000,33000000,34000000,43000000,62000000,72000000,28000000,41000000,70000000,64000000,,,10000000,5000000,10000000,34000000,12000000,23000000,16000000,10000000,1000000,3000000,63000000,16000000,78000000,12000000,153000000,228000000,278000000,17000000,185000000,348000000,337000000,338000000
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000,,,,,,6000000,,,,,,,,,,,,,,,,,,,,,,,,7000000,,
Papua New Guinea,,,,,,,,,,,,,,,,32000000,,3000000,2000000,,,2000000,4000000,,2000000,,8000000,12000000,6000000,6000000,4000000,10000000,10000000,,1000000,,0,7000000,,,,,,,,,,,,,,,,,3000000,,,0,10000000,,,14000000,
Poland,853000000,849000000,688000000,1001000000,1564000000,1154000000,980000000,745000000,860000000,932000000,796000000,922000000,848000000,1044000000,1064000000,963000000,785000000,924000000,1112000000,1127000000,1090000000,807000000,725000000,529000000,462000000,922000000,1382000000,1029000000,899000000,499000000,227000000,76000000,100000000,4000000,74000000,250000000,102000000,1000000,3000000,25000000,148000000,33000000,256000000,347000000,223000000,103000000,439000000,966000000,633000000,191000000,169000000,137000000,223000000,142000000,258000000,140000000,47000000,128000000,57000000,264000000,143000000,74000000,639000000
Pre-demographic dividend,268000000,227000000,395000000,315000000,534000000,526000000,873000000,785000000,667000000,842000000,880000000,972000000,1083000000,2270000000,2136000000,,,1919000000,3659000000,2790000000,3936000000,4634000000,5145000000,4544000000,6219000000,5458000000,4802000000,5770000000,,4082000000,3018000000,,,,292000000,,,266000000,,,418000000,,388000000,471000000,,,531000000,603000000,927000000,1154000000,1599000000,2193000000,1756000000,1238000000,1678000000,2131000000,2598000000,1599000000,1257000000,999000000,656000000,606000000,407000000
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
