Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Korea, Dem. People's Rep.",405000000,69000000,181000000,197000000,168000000,117000000,855000000,854000000,1299000000,605000000,629000000,1572000000,569000000,640000000,934000000,636000000,503000000,314000000,370000000,239000000,417000000,261000000,547000000,509000000,283000000,1038000000,1097000000,848000000,853000000,595000000,294000000,197000000,137000000,92000000,34000000,139000000,73000000,9000000,9000000,179000000,18000000,28000000,9000000,8000000,8000000,5000000,5000000,5000000,5000000,4000000,1000000,,,,,,,,,,,,
Portugal,31000000,157000000,28000000,41000000,45000000,63000000,241000000,283000000,373000000,338000000,370000000,177000000,16000000,16000000,117000000,326000000,64000000,94000000,128000000,5000000,36000000,57000000,184000000,12000000,109000000,154000000,5000000,9000000,90000000,135000000,70000000,1012000000,19000000,350000000,453000000,20000000,8000000,0,16000000,3000000,2000000,19000000,,29000000,70000000,158000000,220000000,60000000,144000000,370000000,892000000,165000000,42000000,11000000,3000000,1000000,21000000,8000000,19000000,44000000,45000000,6000000,
Paraguay,9000000,,11000000,0,8000000,1000000,1000000,5000000,9000000,,0,1000000,12000000,0,1000000,20000000,3000000,,9000000,1000000,18000000,5000000,3000000,1000000,3000000,35000000,4000000,,14000000,,6000000,3000000,1000000,,,,2000000,,,,,6000000,,,4000000,1000000,,,,,3000000,8000000,7000000,0,,,,,,2000000,,5000000,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000,1000000,9000000,,,,,,,,,,,2000000,,14000000,5000000,,,,,,1000000,,,1000000,,,
Pacific island small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23000000,,,,18000000,12000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,7577000000,8432000000,9369000000,10764000000,15041000000,12929000000,9611000000,8724000000,8232000000,10698000000,7975000000,10575000000,9639000000,8812000000,10208000000,11037000000,10205000000,9324000000,10759000000,9181000000,10537000000,12035000000,10710000000,11606000000,10768000000,9494000000,9779000000,10259000000,12855000000,13155000000,10689000000,12167000000,11182000000,10073000000,8759000000,7877000000,8246000000,8059000000,10177000000,8459000000,7521000000,7245000000,5162000000,7658000000,6667000000,5461000000,7976000000,10234000000,9311000000,9484000000,9236000000,8153000000,6574000000,4624000000,4431000000,5717000000,6147000000,7098000000,6917000000,7525000000,8049000000,8255000000,11250000000
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,,2000000,3000000,6000000,16000000,,,,38000000,26000000,55000000,16000000,14000000,57000000,48000000,129000000,468000000,328000000,2000000,2000000,57000000,91000000,10000000,5000000,17000000,63000000,10000000,9000000,10000000,200000000,244000000,302000000,61000000,3000000,,,,,,,27000000,,286000000,30000000,190000000,335000000,82000000,55000000,520000000,885000000,619000000,581000000,2048000000,838000000,2075000000,3342000000
Romania,113000000,27000000,181000000,227000000,418000000,518000000,401000000,442000000,591000000,399000000,561000000,474000000,501000000,539000000,683000000,646000000,295000000,349000000,298000000,643000000,523000000,475000000,445000000,284000000,240000000,330000000,455000000,214000000,192000000,275000000,606000000,63000000,185000000,14000000,29000000,2000000,39000000,61000000,170000000,142000000,21000000,24000000,21000000,17000000,285000000,436000000,60000000,97000000,76000000,56000000,107000000,80000000,21000000,20000000,0,22000000,177000000,88000000,35000000,13000000,189000000,183000000,126000000
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000000,,,,,,,,,,,,,,,90000000,,8000000,25000000,10000000,121000000,184000000,207000000,113000000,127000000,93000000,62000000,5000000,1000000,6000000,129000000
Rwanda,,,11000000,,0,0,,,,,,0,0,2000000,1000000,3000000,,1000000,,,,,,4000000,6000000,3000000,2000000,,2000000,2000000,1000000,2000000,5000000,,,,1000000,2000000,9000000,20000000,14000000,,,,,,3000000,20000000,8000000,11000000,,,5000000,15000000,14000000,27000000,,8000000,3000000,1000000,,58000000,
South Asia,630000000,1247000000,523000000,868000000,1061000000,1356000000,1786000000,1648000000,2217000000,2168000000,1309000000,2621000000,2655000000,1576000000,1573000000,1482000000,2515000000,2787000000,2181000000,2250000000,3047000000,3053000000,3234000000,3759000000,4116000000,4025000000,4860000000,5217000000,5574000000,7112000000,5556000000,4051000000,1680000000,1794000000,1883000000,1952000000,1565000000,2439000000,1548000000,2331000000,1655000000,2061000000,2708000000,3439000000,2793000000,1735000000,2134000000,3193000000,2954000000,3421000000,5534000000,5525000000,6123000000,7402000000,4720000000,4489000000,4239000000,4373000000,3579000000,5395000000,3831000000,5543000000,4602000000
Saudi Arabia,17000000,12000000,22000000,,5000000,48000000,227000000,221000000,456000000,424000000,95000000,10000000,104000000,185000000,378000000,479000000,612000000,951000000,1020000000,765000000,1090000000,1810000000,2214000000,1818000000,834000000,1319000000,2838000000,2001000000,775000000,1382000000,2043000000,1033000000,1118000000,2358000000,981000000,983000000,1724000000,2790000000,2886000000,1580000000,84000000,60000000,560000000,160000000,1163000000,166000000,205000000,227000000,387000000,825000000,1093000000,1172000000,930000000,1526000000,2743000000,3389000000,2947000000,3920000000,3276000000,3484000000,2491000000,1739000000,2272000000
Sudan,9000000,15000000,19000000,8000000,36000000,5000000,5000000,2000000,16000000,177000000,598000000,87000000,69000000,23000000,3000000,,,26000000,208000000,4000000,3000000,209000000,90000000,25000000,106000000,65000000,9000000,122000000,77000000,16000000,4000000,46000000,6000000,,,3000000,27000000,63000000,,36000000,,106000000,49000000,204000000,293000000,132000000,69000000,33000000,128000000,88000000,182000000,173000000,94000000,130000000,61000000,123000000,109000000,68000000,33000000,18000000,,,
Senegal,0,8000000,,0,4000000,0,1000000,,1000000,38000000,,12000000,,1000000,17000000,,15000000,41000000,20000000,29000000,,,7000000,38000000,4000000,,14000000,18000000,,,,,,,1000000,6000000,,,,,,,,,,15000000,15000000,12000000,6000000,6000000,4000000,16000000,,,7000000,22000000,40000000,47000000,15000000,40000000,22000000,21000000,18000000
Singapore,,,,,,1000000,8000000,,6000000,138000000,92000000,165000000,177000000,99000000,295000000,255000000,254000000,171000000,50000000,338000000,410000000,167000000,176000000,245000000,83000000,123000000,75000000,277000000,542000000,233000000,522000000,370000000,111000000,170000000,179000000,302000000,165000000,619000000,804000000,308000000,788000000,247000000,232000000,83000000,377000000,542000000,73000000,356000000,1110000000,1426000000,962000000,891000000,748000000,755000000,66000000,152000000,636000000,403000000,568000000,489000000,154000000,156000000,361000000
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000,,,6000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000000,,7000000,
Sierra Leone,,,,,,,,,,,,,,28000000,,,1000000,,2000000,,42000000,,,1000000,3000000,,,18000000,,,,,1000000,,7000000,14000000,,16000000,,12000000,,,,,,,9000000,,,,,2000000,0,1000000,,1000000,2000000,,,,,,
El Salvador,,,,0,,1000000,1000000,0,20000000,3000000,9000000,1000000,,1000000,29000000,46000000,19000000,10000000,3000000,11000000,12000000,5000000,32000000,15000000,60000000,41000000,5000000,,,,,21000000,4000000,2000000,,4000000,4000000,,2000000,,,,19000000,10000000,,,,,3000000,,,,2000000,,20000000,,,1000000,1000000,2000000,4000000,4000000,7000000
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,10000000,2000000,0,11000000,,30000000,52000000,72000000,4000000,1000000,,,21000000,165000000,283000000,128000000,180000000,44000000,57000000,48000000,122000000,97000000,61000000,23000000,15000000,42000000,15000000,,,,16000000,,,,,,,,,1000000,,,,,,,,,,,,,,3000000,,1000000,2000000,2000000,,8000000,2000000,2000000,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000,2000000,2000000,8000000,1000000,13000000,6000000,1000000,1000000,27000000,,,,,,,,,16000000,,0,,,,22000000,65000000,3000000,155000000,132000000,116000000,335000000
Sub-Saharan Africa (excluding high income),124000000,,353000000,645000000,505000000,627000000,969000000,548000000,398000000,584000000,1291000000,1028000000,709000000,810000000,955000000,1976000000,1699000000,2428000000,3053000000,1356000000,1943000000,2236000000,2265000000,1558000000,1844000000,1656000000,1922000000,2081000000,1408000000,525000000,416000000,288000000,,,544000000,,333000000,429000000,,,614000000,458000000,,,,,1087000000,1235000000,932000000,625000000,1056000000,1332000000,1175000000,847000000,842000000,578000000,758000000,,,,,,438000000
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37000000,44000000,1000000,2000000,61000000,2000000,10000000,36000000,19000000,8000000,,,,,8000000,8000000
Sub-Saharan Africa,124000000,,353000000,645000000,505000000,627000000,969000000,548000000,398000000,584000000,1291000000,1028000000,709000000,810000000,955000000,1976000000,1699000000,2429000000,3053000000,1375000000,1949000000,2236000000,2267000000,1573000000,1844000000,1656000000,1932000000,2081000000,1409000000,525000000,416000000,288000000,,,544000000,,333000000,429000000,,,614000000,458000000,,,,,1087000000,1235000000,932000000,625000000,1056000000,1339000000,1175000000,857000000,858000000,578000000,766000000,,,,,,438000000
Small states,20000000,,,,18000000,27000000,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369000000,,,,,,,,,,,354000000,77000000,,,,,130000000,,,,289000000,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,,,,,,,,,,,,,,,,0,5000000,10000000,,,,0,2000000,,8000000,,5000000,2000000,,,,,,,,,,,,23000000,2000000,,,,,,,,,,,,0,7000000,,3000000,,,,,,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146000000,29000000,208000000,29000000,,,,0,,27000000,,1000000,4000000,,0,0,9000000,9000000,,2000000,5000000,,,,47000000,34000000,15000000,25000000,,2000000
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000,10000000,22000000,11000000,22000000,20000000,9000000,4000000,19000000,2000000,41000000,2000000,17000000,17000000,3000000,3000000,2000000,,10000000,40000000,28000000,,,1000000,,,,,,,9000000,
Sweden,232000000,159000000,134000000,324000000,403000000,317000000,294000000,339000000,222000000,157000000,122000000,97000000,170000000,231000000,256000000,292000000,214000000,100000000,198000000,249000000,247000000,454000000,171000000,179000000,93000000,84000000,144000000,142000000,126000000,105000000,94000000,55000000,60000000,46000000,307000000,106000000,98000000,196000000,294000000,224000000,206000000,165000000,74000000,66000000,47000000,78000000,120000000,51000000,51000000,17000000,11000000,191000000,207000000,54000000,44000000,26000000,70000000,32000000,7000000,7000000,3000000,122000000,318000000
Eswatini,,,,,,,,,,,,,,,,,,,,6000000,,,,,,,,,,,,,,,,,,,,,1000000,1000000,,,,,,,,,,,,,,,,,,,2000000,,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,,,,,,,,,,,,,,,,,,1000000,,19000000,6000000,,2000000,15000000,,,10000000,,1000000,,0,,,,,,,,,,,,,,,15000000,,,,,,7000000,,10000000,16000000,,8000000,,10000000,,,,
Syrian Arab Republic,21000000,12000000,20000000,74000000,50000000,77000000,508000000,889000000,805000000,856000000,859000000,735000000,1502000000,3276000000,3420000000,1411000000,527000000,931000000,871000000,2045000000,1859000000,1338000000,1973000000,2233000000,1809000000,1575000000,1262000000,1409000000,1312000000,663000000,739000000,320000000,240000000,171000000,19000000,35000000,35000000,35000000,55000000,58000000,64000000,28000000,45000000,69000000,25000000,35000000,100000000,20000000,294000000,205000000,413000000,493000000,516000000,506000000,21000000,22000000,8000000,37000000,199000000,36000000,84000000,11000000,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,1000000,1000000,,,,0,,,,,,4000000,,3000000,13000000,10000000,8000000,3000000,,,10000000,,,36000000,9000000,1000000,29000000,28000000,9000000,56000000,,,,,3000000,1000000,,,7000000,7000000,,16000000,,,,,17000000,29000000,82000000,36000000,42000000,1000000,4000000,59000000,58000000,1000000,2000000,6000000,7000000,1000000,4000000,43000000,4000000
East Asia & Pacific (IDA & IBRD countries),3079000000,1971000000,1627000000,1063000000,1573000000,1552000000,1741000000,1656000000,1585000000,1193000000,1569000000,,,,1267000000,1116000000,1060000000,797000000,981000000,2384000000,2614000000,2445000000,1221000000,2036000000,1866000000,1271000000,1010000000,1068000000,1177000000,1081000000,1243000000,1395000000,1786000000,2046000000,1969000000,2917000000,3061000000,3023000000,1064000000,3136000000,2803000000,3230000000,3453000000,3137000000,4015000000,4085000000,3439000000,2963000000,2863000000,3355000000,1735000000,3335000000,3449000000,3350000000,3784000000,3300000000,3553000000,4221000000,4115000000,2697000000,1996000000,2292000000,1907000000
Europe & Central Asia (IDA & IBRD countries),2090000000,1785000000,1671000000,2360000000,3151000000,2596000000,2008000000,2272000000,2392000000,2798000000,2767000000,3069000000,3049000000,2770000000,3465000000,2693000000,1813000000,2067000000,3275000000,3010000000,2680000000,2997000000,2263000000,2054000000,2194000000,2530000000,3229000000,3109000000,2965000000,2127000000,2833000000,1759000000,2285000000,2439000000,,,,,,,,,,,,,,2379000000,,1450000000,1127000000,1975000000,2540000000,1816000000,2885000000,1910000000,1983000000,1638000000,1703000000,2187000000,997000000,1296000000,4372000000
Togo,1000000,,,,0,0,,,1000000,1000000,2000000,1000000,,4000000,,15000000,50000000,1000000,9000000,9000000,28000000,19000000,4000000,2000000,,,16000000,0,0,,,9000000,8000000,,3000000,3000000,,9000000,,,,,,,,,,,,,1000000,,,,15000000,,,,,6000000,5000000,10000000,42000000
Thailand,28000000,52000000,108000000,108000000,93000000,87000000,58000000,140000000,88000000,124000000,250000000,243000000,147000000,338000000,113000000,87000000,148000000,104000000,191000000,306000000,322000000,350000000,82000000,254000000,351000000,188000000,162000000,534000000,618000000,285000000,235000000,580000000,426000000,183000000,610000000,530000000,734000000,935000000,76000000,172000000,85000000,116000000,152000000,131000000,120000000,115000000,99000000,8000000,16000000,63000000,60000000,249000000,278000000,378000000,105000000,180000000,342000000,326000000,634000000,278000000,145000000,146000000,113000000
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27000000,,,,,,,,,,,,13000000,7000000,,34000000,,,,3000000,,,7000000,19000000,4000000,5000000,,,3000000
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000000,21000000,,,,7000000,36000000,27000000,236000000,108000000,68000000,70000000,169000000,433000000,97000000,,,,348000000,
Latin America & the Caribbean (IDA & IBRD countries),1073000000,698000000,422000000,452000000,174000000,363000000,446000000,,1054000000,627000000,711000000,1303000000,1617000000,2374000000,1966000000,2393000000,2505000000,2641000000,2631000000,1928000000,2539000000,3424000000,2628000000,3037000000,3193000000,1651000000,1239000000,1656000000,1004000000,1473000000,916000000,1051000000,594000000,512000000,985000000,819000000,1068000000,2070000000,808000000,1282000000,1019000000,1258000000,676000000,533000000,772000000,1193000000,2053000000,,1657000000,1339000000,1552000000,1739000000,1675000000,1600000000,1086000000,1362000000,994000000,612000000,549000000,,958000000,624000000,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000000,14000000,,,,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),526000000,866000000,1335000000,1315000000,1600000000,2016000000,3575000000,4707000000,3481000000,4337000000,4593000000,5289000000,7655000000,10800000000,11051000000,10671000000,8963000000,13086000000,13084000000,10737000000,10659000000,11398000000,14080000000,11289000000,10565000000,8913000000,7768000000,8137000000,4817000000,3548000000,3553000000,3484000000,1776000000,2579000000,2850000000,2645000000,1957000000,1631000000,1287000000,1464000000,2138000000,2174000000,2371000000,1528000000,,1882000000,2043000000,2142000000,2848000000,2271000000,3233000000,4619000000,3201000000,2279000000,2679000000,4211000000,7364000000,5583000000,4462000000,1866000000,2393000000,1945000000,1328000000
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,6000000,6000000,6000000,,,,,0,,,,,,,,,,,,,,,,,,,5000000,,,,7000000,7000000,,
South Asia (IDA & IBRD),630000000,1247000000,523000000,868000000,1061000000,1356000000,1786000000,1648000000,2217000000,2168000000,1309000000,2621000000,2655000000,1576000000,1573000000,1482000000,2515000000,2787000000,2181000000,2250000000,3047000000,3053000000,3234000000,3759000000,4116000000,4025000000,4860000000,5217000000,5574000000,7112000000,5556000000,4051000000,1680000000,1794000000,1883000000,1952000000,1565000000,2439000000,1548000000,2331000000,1655000000,2061000000,2708000000,3439000000,2793000000,1735000000,2134000000,3193000000,2954000000,3421000000,5534000000,5525000000,6123000000,7402000000,4720000000,4489000000,4239000000,4373000000,3579000000,5395000000,3831000000,5543000000,4602000000
Sub-Saharan Africa (IDA & IBRD countries),124000000,,353000000,645000000,505000000,627000000,969000000,548000000,398000000,584000000,1291000000,1028000000,709000000,810000000,955000000,1976000000,1699000000,2429000000,3053000000,1375000000,1949000000,2236000000,2267000000,1573000000,1844000000,1656000000,1932000000,2081000000,1409000000,525000000,416000000,288000000,,,544000000,,333000000,429000000,,,614000000,458000000,,,,,1087000000,1235000000,932000000,625000000,1056000000,1339000000,1175000000,857000000,858000000,578000000,766000000,,,,,,438000000
Trinidad and Tobago,,,,,,11000000,0,,,,,,11000000,2000000,,,,,,,22000000,6000000,,,,,,0,,,,,,,,,,,,,11000000,0,2000000,,,,,6000000,,,24000000,12000000,12000000,,,46000000,30000000,,,,,32000000,
Tunisia,44000000,6000000,,7000000,4000000,40000000,,5000000,17000000,23000000,51000000,0,4000000,26000000,14000000,15000000,10000000,73000000,14000000,122000000,103000000,56000000,60000000,103000000,116000000,319000000,,56000000,17000000,48000000,4000000,20000000,32000000,,35000000,56000000,68000000,39000000,18000000,12000000,,,44000000,1000000,,168000000,2000000,,3000000,,7000000,7000000,,40000000,49000000,7000000,39000000,97000000,181000000,15000000,15000000,23000000,8000000
Turkiye,593000000,312000000,266000000,582000000,835000000,412000000,335000000,593000000,426000000,644000000,396000000,941000000,1095000000,789000000,1279000000,641000000,360000000,295000000,984000000,917000000,487000000,731000000,483000000,477000000,549000000,678000000,472000000,1429000000,1628000000,1017000000,1241000000,1279000000,1879000000,2329000000,1891000000,1564000000,1484000000,1512000000,2626000000,1733000000,1180000000,508000000,872000000,331000000,257000000,1094000000,529000000,690000000,638000000,731000000,467000000,760000000,1481000000,769000000,1527000000,445000000,328000000,429000000,488000000,756000000,96000000,272000000,184000000
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000,,,,,,,,,,,,,,,,,,,,,,,,,7000000,,,
Tanzania,,,,,4000000,4000000,22000000,1000000,,,11000000,60000000,47000000,118000000,182000000,48000000,,44000000,63000000,260000000,53000000,121000000,9000000,,,,1000000,,,5000000,,,18000000,,4000000,,4000000,,,,2000000,,1000000,51000000,,10000000,12000000,1000000,,25000000,,78000000,115000000,118000000,14000000,20000000,20000000,2000000,16000000,,8000000,52000000,
Uganda,,,,,3000000,1000000,16000000,4000000,27000000,16000000,3000000,3000000,20000000,17000000,46000000,123000000,34000000,5000000,,,,,14000000,,,10000000,,31000000,1000000,20000000,,,,,,32000000,,,55000000,39000000,6000000,,33000000,,36000000,10000000,5000000,0,14000000,26000000,37000000,469000000,216000000,20000000,2000000,6000000,1000000,22000000,10000000,36000000,67000000,7000000,48000000
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000,22000000,5000000,4000000,70000000,23000000,18000000,39000000,2644000000
Upper middle income,4671000000,,4108000000,2999000000,3438000000,2872000000,3127000000,3363000000,3635000000,4038000000,4042000000,5739000000,6368000000,8813000000,9874000000,11521000000,11376000000,14955000000,15855000000,11069000000,11206000000,12876000000,11513000000,10899000000,11076000000,8715000000,7277000000,8565000000,6232000000,5337000000,4696000000,5183000000,4714000000,5669000000,5612000000,5247000000,5930000000,6220000000,4492000000,6473000000,5629000000,6049000000,5448000000,4168000000,5160000000,6373000000,6655000000,6616000000,6372000000,6630000000,4702000000,6134000000,6724000000,5427000000,7071000000,6958000000,9539000000,6883000000,6799000000,4505000000,3252000000,3356000000,5347000000
Uruguay,17000000,0,100000000,0,2000000,8000000,6000000,,10000000,12000000,10000000,16000000,24000000,6000000,5000000,3000000,53000000,2000000,8000000,9000000,21000000,100000000,15000000,17000000,,12000000,,,16000000,41000000,41000000,63000000,25000000,18000000,11000000,12000000,4000000,19000000,27000000,9000000,4000000,,13000000,,,20000000,8000000,3000000,78000000,29000000,20000000,,,3000000,9000000,8000000,,,10000000,,25000000,3000000,5000000
United States,221000000,238000000,264000000,323000000,326000000,190000000,109000000,84000000,70000000,70000000,38000000,582000000,773000000,658000000,586000000,388000000,499000000,384000000,369000000,253000000,380000000,531000000,248000000,463000000,382000000,654000000,420000000,1993000000,1788000000,1783000000,363000000,491000000,484000000,912000000,935000000,741000000,555000000,567000000,249000000,222000000,302000000,463000000,471000000,567000000,537000000,501000000,634000000,831000000,968000000,977000000,1085000000,1002000000,1210000000,787000000,591000000,520000000,458000000,527000000,380000000,890000000,801000000,868000000,837000000
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000000,9000000,,,,,,,,30000000,,,,17000000,101000000,56000000,8000000,116000000,78000000,46000000,47000000,
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",64000000,32000000,32000000,34000000,2000000,,69000000,216000000,20000000,8000000,15000000,130000000,165000000,395000000,252000000,230000000,170000000,213000000,59000000,14000000,367000000,917000000,701000000,242000000,231000000,517000000,92000000,73000000,105000000,120000000,190000000,320000000,73000000,38000000,1000000,5000000,35000000,37000000,8000000,85000000,106000000,106000000,44000000,15000000,9000000,21000000,377000000,771000000,737000000,358000000,208000000,596000000,687000000,993000000,181000000,125000000,95000000,,14000000,,79000000,,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,103000000,95000000,47000000,107000000,248000000,639000000,1126000000,1089000000,1168000000,893000000,1199000000,1182000000,1315000000,1283000000,851000000,485000000,42000000,42000000,227000000,1249000000,1017000000,1080000000,532000000,916000000,557000000,28000000,78000000,50000000,65000000,128000000,116000000,,,,,281000000,213000000,110000000,220000000,164000000,7000000,95000000,58000000,22000000,294000000,221000000,42000000,8000000,182000000,60000000,150000000,1010000000,780000000,360000000,1209000000,851000000,907000000,781000000,603000000,160000000,32000000,244000000,95000000
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000000,
World,15748000000,14919000000,15436000000,17890000000,23793000000,22200000000,21656000000,21913000000,22293000000,25021000000,22042000000,28879000000,28530000000,32404000000,33235000000,34547000000,32619000000,37073000000,39491000000,33170000000,37111000000,41737000000,40950000000,39529000000,36926000000,33206000000,35599000000,36247000000,32866000000,32078000000,28738000000,27897000000,24065000000,25696000000,22787000000,22835000000,23698000000,28815000000,27701000000,25058000000,19254000000,18458000000,17677000000,18965000000,21182000000,21245000000,24247000000,26522000000,24100000000,23931000000,25702000000,29901000000,27790000000,27213000000,27099000000,28427000000,31148000000,31371000000,27747000000,27443000000,23320000000,26540000000,31739000000
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000000,,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000,,,,1000000,,3000000,10000000,1000000
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78000000,113000000,,,4000000,171000000,,,1000000,52000000,158000000,85000000,592000000,58000000,248000000,311000000,38000000,66000000,41000000,5000000,261000000,47000000,38000000,23000000,6000000,33000000,7000000,6000000,9000000,,,,
South Africa,13000000,,232000000,518000000,301000000,386000000,510000000,299000000,218000000,211000000,510000000,309000000,291000000,369000000,193000000,226000000,415000000,501000000,383000000,126000000,195000000,119000000,47000000,216000000,125000000,26000000,206000000,19000000,5000000,11000000,11000000,26000000,361000000,244000000,239000000,38000000,38000000,11000000,,21000000,6000000,18000000,,,,264000000,741000000,914000000,493000000,134000000,178000000,208000000,127000000,1000000,50000000,2000000,,,,,,,30000000
Zambia,,,,,7000000,16000000,17000000,,,7000000,4000000,165000000,29000000,19000000,9000000,48000000,109000000,40000000,42000000,4000000,136000000,252000000,42000000,,18000000,,,,,,,,,,,,6000000,,,,43000000,,2000000,,,0,28000000,4000000,2000000,,,1000000,61000000,,,14000000,44000000,46000000,,43000000,3000000,19000000,2000000
Zimbabwe,15000000,,16000000,20000000,,,,21000000,,,,5000000,21000000,0,2000000,42000000,19000000,4000000,13000000,,,15000000,81000000,34000000,26000000,28000000,212000000,29000000,2000000,,2000000,42000000,60000000,0,,,,,1000000,25000000,3000000,10000000,,16000000,14000000,25000000,25000000,,,,,,,,,,,,,,,,